L 1165.0000, 300.0000, -1.0000,  1262.0000, 388.0000, -10.0000,  255, 0, 0
L 1061.0000, 192.0000, 1.0000,  1165.0000, 300.0000, -1.0000,  255, 0, 0
L 909.0000, 94.0000, 0.0000,  1061.0000, 192.0000, 1.0000,  255, 0, 0
L 662.0000, 81.0000, -2.0000,  909.0000, 94.0000, 0.0000,  255, 0, 0
L 649.0000, 2.0000, -5.0000,  662.0000, 81.0000, -2.0000,  255, 0, 0
L 649.0000, 2.0000, -53.0000,  649.0000, 2.0000, -5.0000,  255, 0, 0
L 371.0000, 104.0000, -2.0000,  64.0000, 101.0000, -3.0000,  255, 0, 0
L 447.0000, -4.0000, -3.0000,  371.0000, 104.0000, -2.0000,  255, 0, 0
L 662.0000, 1.0000, -5.0000,  447.0000, -4.0000, -3.0000,  255, 0, 0
L 780.0000, -13.0000, -5.0000,  662.0000, 1.0000, -5.0000,  255, 0, 0
L 930.0000, -165.0000, -15.0000,  780.0000, -13.0000, -5.0000,  255, 0, 0
L 1149.0000, -398.0000, -20.0000,  930.0000, -165.0000, -15.0000,  255, 0, 0
L 1264.0000, -400.0000, -7.0000,  1149.0000, -398.0000, -20.0000,  255, 0, 0
L 1471.0000, -200.0000, 0.0000,  1264.0000, -400.0000, -7.0000,  255, 0, 0
L 1550.0000, -102.0000, -2.0000,  1471.0000, -200.0000, 0.0000,  255, 0, 0
L 1867.0000, -103.0000, -4.0000,  1550.0000, -102.0000, -2.0000,  255, 0, 0
L 2143.0000, -370.0000, 5.0000,  1867.0000, -103.0000, -4.0000,  255, 0, 0
L 2177.0000, -427.0000, 6.0000,  2143.0000, -370.0000, 5.0000,  255, 0, 0
L 2250.0000, -503.0000, 4.0000,  2177.0000, -427.0000, 6.0000,  255, 0, 0
L 2353.0000, -505.0000, 4.0000,  2250.0000, -503.0000, 4.0000,  255, 0, 0
L 2353.0000, -505.0000, 48.0000,  2353.0000, -505.0000, 4.0000,  255, 0, 0
L 2546.0000, -396.0000, 0.0000,  2564.0000, -396.0000, 0.0000,  153, 153, 153
L 2535.0000, -408.0000, 0.0000,  2546.0000, -396.0000, 0.0000,  153, 153, 153
L 2535.0000, -467.0000, 0.0000,  2535.0000, -408.0000, 0.0000,  153, 153, 153
L 2522.0000, -480.0000, 0.0000,  2535.0000, -467.0000, 0.0000,  153, 153, 153
L 2500.0000, -481.0000, 0.0000,  2522.0000, -480.0000, 0.0000,  153, 153, 153
L 2459.0000, -474.0000, 0.0000,  2500.0000, -481.0000, 0.0000,  153, 153, 153
L 2356.0000, 1178.0000, 0.0000,  2459.0000, -474.0000, 0.0000,  153, 153, 153
L 477.0000, 1141.0000, 0.0000,  2356.0000, 1178.0000, 0.0000,  153, 153, 153
L 477.0000, 863.0000, 0.0000,  477.0000, 1141.0000, 0.0000,  153, 153, 153
L 452.0000, 807.0000, 0.0000,  477.0000, 863.0000, 0.0000,  153, 153, 153
L 504.0000, 796.0000, 0.0000,  452.0000, 807.0000, 0.0000,  153, 153, 153
L 478.0000, 737.0000, 0.0000,  504.0000, 796.0000, 0.0000,  153, 153, 153
L 431.0000, 757.0000, 0.0000,  478.0000, 737.0000, 0.0000,  153, 153, 153
L 433.0000, 657.0000, 0.0000,  431.0000, 757.0000, 0.0000,  153, 153, 153
L 345.0000, 535.0000, 0.0000,  433.0000, 657.0000, 0.0000,  153, 153, 153
L 324.0000, 453.0000, 0.0000,  345.0000, 535.0000, 0.0000,  153, 153, 153
L 180.0000, 353.0000, 0.0000,  324.0000, 453.0000, 0.0000,  153, 153, 153
L 139.0000, 264.0000, 0.0000,  180.0000, 353.0000, 0.0000,  153, 153, 153
L 181.0000, 232.0000, 0.0000,  139.0000, 264.0000, 0.0000,  153, 153, 153
L 169.0000, 196.0000, 0.0000,  181.0000, 232.0000, 0.0000,  153, 153, 153
L 159.0000, 202.0000, 0.0000,  169.0000, 196.0000, 0.0000,  153, 153, 153
L 149.0000, 189.0000, 0.0000,  159.0000, 202.0000, 0.0000,  153, 153, 153
L 107.0000, 220.0000, 0.0000,  149.0000, 189.0000, 0.0000,  153, 153, 153
L 48.0000, 151.0000, 0.0000,  107.0000, 220.0000, 0.0000,  153, 153, 153
L 48.0000, 110.0000, 0.0000,  48.0000, 151.0000, 0.0000,  153, 153, 153
L 25.0000, 111.0000, 0.0000,  48.0000, 110.0000, 0.0000,  153, 153, 153
L 26.0000, 151.0000, 0.0000,  25.0000, 111.0000, 0.0000,  153, 153, 153
L 111.0000, 252.0000, 0.0000,  26.0000, 151.0000, 0.0000,  153, 153, 153
L 155.0000, 349.0000, 0.0000,  111.0000, 252.0000, 0.0000,  153, 153, 153
L 303.0000, 456.0000, 0.0000,  155.0000, 349.0000, 0.0000,  153, 153, 153
L 304.0000, 556.0000, 0.0000,  303.0000, 456.0000, 0.0000,  153, 153, 153
L 408.0000, 659.0000, 0.0000,  304.0000, 556.0000, 0.0000,  153, 153, 153
L 409.0000, 760.0000, 0.0000,  408.0000, 659.0000, 0.0000,  153, 153, 153
L 455.0000, 862.0000, 0.0000,  409.0000, 760.0000, 0.0000,  153, 153, 153
L 455.0000, 1141.0000, 0.0000,  455.0000, 862.0000, 0.0000,  153, 153, 153
L -1239.0000, 1150.0000, 0.0000,  455.0000, 1141.0000, 0.0000,  153, 153, 153
L -1258.0000, 968.0000, 0.0000,  -1239.0000, 1150.0000, 0.0000,  153, 153, 153
L -1207.0000, 824.0000, 0.0000,  -1258.0000, 968.0000, 0.0000,  153, 153, 153
L -1329.0000, 820.0000, 0.0000,  -1207.0000, 824.0000, 0.0000,  153, 153, 153
L -1417.0000, 814.0000, 0.0000,  -1329.0000, 820.0000, 0.0000,  153, 153, 153
L -1417.0000, 827.0000, 0.0000,  -1417.0000, 814.0000, 0.0000,  153, 153, 153
L -1416.0000, 789.0000, 0.0000,  -1442.0000, 815.0000, 0.0000,  153, 153, 153
L -1332.0000, 778.0000, 0.0000,  -1416.0000, 789.0000, 0.0000,  153, 153, 153
L -1269.0000, 775.0000, 0.0000,  -1332.0000, 778.0000, 0.0000,  153, 153, 153
L -1267.0000, 457.0000, 0.0000,  -1269.0000, 775.0000, 0.0000,  153, 153, 153
L -1248.0000, -1167.0000, 0.0000,  -1267.0000, 457.0000, 0.0000,  153, 153, 153
L 26.0000, -1129.0000, 0.0000,  -1248.0000, -1167.0000, 0.0000,  153, 153, 153
L 26.0000, 91.0000, 0.0000,  26.0000, -1129.0000, 0.0000,  153, 153, 153
L 48.0000, 90.0000, 0.0000,  26.0000, 91.0000, 0.0000,  153, 153, 153
L 48.0000, -85.0000, 0.0000,  48.0000, 90.0000, 0.0000,  153, 153, 153
L 100.0000, -86.0000, 0.0000,  48.0000, -85.0000, 0.0000,  153, 153, 153
L 102.0000, -139.0000, 0.0000,  100.0000, -86.0000, 0.0000,  153, 153, 153
L 48.0000, -139.0000, 0.0000,  102.0000, -139.0000, 0.0000,  153, 153, 153
L 48.0000, -594.0000, 0.0000,  48.0000, -139.0000, 0.0000,  153, 153, 153
L 110.0000, -584.0000, 0.0000,  48.0000, -594.0000, 0.0000,  153, 153, 153
L 110.0000, -632.0000, 0.0000,  110.0000, -584.0000, 0.0000,  153, 153, 153
L 100.0000, -633.0000, 0.0000,  110.0000, -632.0000, 0.0000,  153, 153, 153
L 98.0000, -650.0000, 0.0000,  100.0000, -633.0000, 0.0000,  153, 153, 153
L 48.0000, -648.0000, 0.0000,  98.0000, -650.0000, 0.0000,  153, 153, 153
L 48.0000, -1129.0000, 0.0000,  48.0000, -648.0000, 0.0000,  153, 153, 153
L 664.0000, -1134.0000, 0.0000,  48.0000, -1129.0000, 0.0000,  153, 153, 153
L 1510.0000, -1152.0000, 0.0000,  664.0000, -1134.0000, 0.0000,  153, 153, 153
L 2440.0000, -1167.0000, 0.0000,  1510.0000, -1152.0000, 0.0000,  153, 153, 153
L 2431.0000, -511.0000, 0.0000,  2440.0000, -1167.0000, 0.0000,  153, 153, 153
L 2475.0000, -512.0000, 0.0000,  2431.0000, -511.0000, 0.0000,  153, 153, 153
L 2496.0000, -501.0000, 0.0000,  2475.0000, -512.0000, 0.0000,  153, 153, 153
L 2545.0000, -502.0000, 0.0000,  2496.0000, -501.0000, 0.0000,  153, 153, 153
L 2556.0000, -490.0000, 0.0000,  2545.0000, -502.0000, 0.0000,  153, 153, 153
L 2557.0000, -430.0000, 0.0000,  2556.0000, -490.0000, 0.0000,  153, 153, 153
L 2568.0000, -418.0000, 0.0000,  2557.0000, -430.0000, 0.0000,  153, 153, 153
L 2575.0000, -418.0000, 0.0000,  2568.0000, -418.0000, 0.0000,  153, 153, 153
