P 0.0000, 1222.0000, 0.0000,  255, 255, 255,  2,  Succor_Point
P -217.0000, 147.0000, 0.0000,  0, 255, 255,  2,  Wiz
P 127.0000, 434.0000, 0.0000,  0, 255, 255,  2,  Shd
P 135.0000, -42.0000, 0.0000,  0, 255, 255,  2,  Rog
P 297.0000, 202.0000, 0.0000,  0, 255, 255,  2,  Rng
P -470.0000, 226.0000, 0.0000,  0, 255, 255,  2,  Pal
P -230.0000, 111.0000, 0.0000,  0, 255, 255,  2,  Mag
P -809.0000, 182.0000, 0.0000,  0, 255, 255,  2,  Enc
P -221.0000, 111.0000, 0.0000,  0, 255, 255,  2,  Dru
P -9.0000, 325.0000, 0.0000,  0, 255, 255,  2,  Brd
P -95.0000, 546.0000, 0.0000,  0, 0, 255,  2,  Arena
P -173.0000, 319.0000, 0.0000,  0, 0, 255,  2,  Bank
P 215.0000, 219.0000, 0.0000,  255, 255, 255,  2,  Food
P -134.0000, 278.0000, 0.0000,  255, 255, 255,  2,  Milk
P 21.0000, 1229.0000, 0.0000,  255, 255, 0,  2,  The_Great_Divide
P 87.0000, 664.0000, 0.0000,  255, 255, 0,  2,  Icewell_Keep
P -90.0000, -205.0000, 0.0000,  255, 255, 0,  2,  Icewell_Keep
