L -8710.0000, -1255.0000, 0.0000,  -8712.0000, -1225.0000, 0.0000,  153, 153, 153
L -8679.0000, -1292.0000, 0.0000,  -8710.0000, -1255.0000, 0.0000,  153, 153, 153
L -8634.0000, -1292.0000, 0.0000,  -8679.0000, -1292.0000, 0.0000,  153, 153, 153
L -8570.0000, -1265.0000, 0.0000,  -8634.0000, -1292.0000, 0.0000,  153, 153, 153
L -8561.0000, -1245.0000, 0.0000,  -8570.0000, -1265.0000, 0.0000,  153, 153, 153
L -8567.0000, -1214.0000, 0.0000,  -8561.0000, -1245.0000, 0.0000,  153, 153, 153
L -8577.0000, -1185.0000, 0.0000,  -8567.0000, -1214.0000, 0.0000,  153, 153, 153
L -8579.0000, -1182.0000, 0.0000,  -8577.0000, -1185.0000, 0.0000,  153, 153, 153
L -8593.0000, -1159.0000, 0.0000,  -8579.0000, -1182.0000, 0.0000,  153, 153, 153
L -8628.0000, -1140.0000, 0.0000,  -8593.0000, -1159.0000, 0.0000,  153, 153, 153
L -8663.0000, -1156.0000, 0.0000,  -8628.0000, -1140.0000, 0.0000,  153, 153, 153
L -8711.0000, -1194.0000, 0.0000,  -8663.0000, -1156.0000, 0.0000,  153, 153, 153
L -8715.0000, -1220.0000, 0.0000,  -8711.0000, -1194.0000, 0.0000,  153, 153, 153
L -8915.0000, -1016.0000, 0.0000,  -8917.0000, -1002.0000, 0.0000,  153, 153, 153
L -8900.0000, -1037.0000, 0.0000,  -8915.0000, -1016.0000, 0.0000,  153, 153, 153
L -8899.0000, -1056.0000, 0.0000,  -8900.0000, -1037.0000, 0.0000,  153, 153, 153
L -8874.0000, -1092.0000, 0.0000,  -8899.0000, -1056.0000, 0.0000,  153, 153, 153
L -8846.0000, -1110.0000, 0.0000,  -8874.0000, -1092.0000, 0.0000,  153, 153, 153
L -8831.0000, -1118.0000, 0.0000,  -8846.0000, -1110.0000, 0.0000,  153, 153, 153
L -8796.0000, -1128.0000, 0.0000,  -8831.0000, -1118.0000, 0.0000,  153, 153, 153
L -8782.0000, -1108.0000, 0.0000,  -8796.0000, -1128.0000, 0.0000,  153, 153, 153
L -8759.0000, -1104.0000, 0.0000,  -8782.0000, -1108.0000, 0.0000,  153, 153, 153
L -8730.0000, -1097.0000, 0.0000,  -8759.0000, -1104.0000, 0.0000,  153, 153, 153
L -8711.0000, -1092.0000, 0.0000,  -8730.0000, -1097.0000, 0.0000,  153, 153, 153
L -8689.0000, -1090.0000, 0.0000,  -8711.0000, -1092.0000, 0.0000,  153, 153, 153
L -8680.0000, -1083.0000, 0.0000,  -8689.0000, -1090.0000, 0.0000,  153, 153, 153
L -8678.0000, -1074.0000, 0.0000,  -8680.0000, -1083.0000, 0.0000,  153, 153, 153
L -8651.0000, -1044.0000, 0.0000,  -8678.0000, -1074.0000, 0.0000,  153, 153, 153
L -8649.0000, -1039.0000, 0.0000,  -8651.0000, -1044.0000, 0.0000,  153, 153, 153
L -8643.0000, -1011.0000, 0.0000,  -8649.0000, -1039.0000, 0.0000,  153, 153, 153
L -8640.0000, -980.0000, 0.0000,  -8643.0000, -1011.0000, 0.0000,  153, 153, 153
L -8637.0000, -967.0000, 0.0000,  -8640.0000, -980.0000, 0.0000,  153, 153, 153
L -8643.0000, -953.0000, 0.0000,  -8637.0000, -967.0000, 0.0000,  153, 153, 153
L -8636.0000, -936.0000, 0.0000,  -8643.0000, -953.0000, 0.0000,  153, 153, 153
L -8639.0000, -924.0000, 0.0000,  -8636.0000, -936.0000, 0.0000,  153, 153, 153
L -8648.0000, -920.0000, 0.0000,  -8639.0000, -924.0000, 0.0000,  153, 153, 153
L -8691.0000, -912.0000, 0.0000,  -8648.0000, -920.0000, 0.0000,  153, 153, 153
L -8713.0000, -932.0000, 0.0000,  -8691.0000, -912.0000, 0.0000,  153, 153, 153
L -8727.0000, -935.0000, 0.0000,  -8713.0000, -932.0000, 0.0000,  153, 153, 153
L -8769.0000, -939.0000, 0.0000,  -8727.0000, -935.0000, 0.0000,  153, 153, 153
L -8805.0000, -935.0000, 0.0000,  -8769.0000, -939.0000, 0.0000,  153, 153, 153
L -8827.0000, -930.0000, 0.0000,  -8805.0000, -935.0000, 0.0000,  153, 153, 153
L -8853.0000, -927.0000, 0.0000,  -8827.0000, -930.0000, 0.0000,  153, 153, 153
L -8861.0000, -938.0000, 0.0000,  -8853.0000, -927.0000, 0.0000,  153, 153, 153
L -8874.0000, -957.0000, 0.0000,  -8861.0000, -938.0000, 0.0000,  153, 153, 153
L -8894.0000, -980.0000, 0.0000,  -8874.0000, -957.0000, 0.0000,  153, 153, 153
L -8906.0000, -992.0000, 0.0000,  -8894.0000, -980.0000, 0.0000,  153, 153, 153
L -8919.0000, -1001.0000, 0.0000,  -8906.0000, -992.0000, 0.0000,  153, 153, 153
L -9762.0000, -539.0000, 0.0000,  -9735.0000, -536.0000, 0.0000,  153, 153, 153
L -9803.0000, -569.0000, 0.0000,  -9762.0000, -539.0000, 0.0000,  153, 153, 153
L -9803.0000, -610.0000, 0.0000,  -9803.0000, -569.0000, 0.0000,  153, 153, 153
L -9778.0000, -674.0000, 0.0000,  -9803.0000, -610.0000, 0.0000,  153, 153, 153
L -9752.0000, -686.0000, 0.0000,  -9778.0000, -674.0000, 0.0000,  153, 153, 153
L -9700.0000, -676.0000, 0.0000,  -9752.0000, -686.0000, 0.0000,  153, 153, 153
L -9667.0000, -653.0000, 0.0000,  -9700.0000, -676.0000, 0.0000,  153, 153, 153
L -9648.0000, -623.0000, 0.0000,  -9667.0000, -653.0000, 0.0000,  153, 153, 153
L -9667.0000, -584.0000, 0.0000,  -9648.0000, -623.0000, 0.0000,  153, 153, 153
L -9705.0000, -537.0000, 0.0000,  -9667.0000, -584.0000, 0.0000,  153, 153, 153
L -9731.0000, -535.0000, 0.0000,  -9705.0000, -537.0000, 0.0000,  153, 153, 153
L -9407.0000, 73.0000, 0.0000,  -9398.0000, 61.0000, 0.0000,  153, 153, 153
