P -1307.0000, 745.0000, -178.0000,  240, 0, 0,  2,  Trap
P -441.0000, -852.0000, -190.0000,  0, 0, 240,  3,  boss
P 155.0000, -905.0000, -214.0000,  0, 0, 240,  3,  boss
P -895.0000, 1772.0000, -219.0000,  255, 0, 255,  3,  Zone
P -1000.0000, 1350.0000, 0.0000,  240, 240, 240,  3,  ruji
P -1000.0000, 1300.0000, 0.0000,  240, 240, 240,  3,  The_Arena_of_Chance
P -755.0000, -551.0000, -188.0000,  0, 0, 0,  1,  Flavor
P 119.0000, -836.0000, -199.0000,  0, 0, 240,  2,  Pit_room
P -346.0000, -309.0000, -181.0000,  0, 0, 0,  1,  Flavor
P -742.0000, 132.0000, -190.0000,  0, 0, 0,  1,  Flavor_text
