P -132.0000, -52.0000, 0.0000,  255, 255, 255,  2,  Merchant
P -90.0000, -83.0000, 0.0000,  255, 255, 255,  2,  Bartender
P -180.0000, 85.0000, 0.0000,  255, 255, 255,  2,  Locked_Door
P -108.0000, -166.0000, 0.0000,  255, 255, 255,  2,  The_Sporali_Moldmaster
P 172.3460, 129.9940, -48.9670,  127, 0, 0,  3,  LVL_2
P 127.0340, -128.4490, -61.9670,  127, 0, 0,  3,  LVL_2
P 63.8530, -357.6990, -110.9670,  127, 0, 0,  3,  Water_-_LVL_3
P 67.1150, -333.8360, -45.9670,  127, 0, 0,  3,  Bridge_-_LVL_2
P 25.0300, 113.0140, 0.1070,  0, 240, 0,  3,  Gorge_of_King_Xorbb
P -152.0000, -228.0000, 5.2390,  0, 240, 0,  3,  Misty_Thicket
P 221.4190, 202.5480, -86.9670,  127, 0, 0,  3,  LVL_3
P -197.4720, 228.8590, -85.9670,  127, 0, 0,  3,  LVL_3
P 177.8370, 15.7850, -4.9980,  127, 0, 0,  3,  LVL_1
P 194.6110, -155.8800, -50.9670,  127, 0, 0,  3,  LVL_1
P 115.3430, 10.4350, -110.9670,  127, 0, 0,  3,  LVL_3
P 127.0490, -163.6600, -110.9670,  127, 0, 0,  3,  LVL_3
P 74.1520, -313.4840, -110.9670,  127, 0, 0,  3,  Water_-_LVL_3
P -104.2860, 223.3520, -47.9670,  127, 0, 0,  3,  LVL_2
P 88.6910, 52.0240, -131.9350,  127, 0, 0,  3,  LVL_4
P -14.1740, -109.2170, -131.9350,  127, 0, 0,  3,  LVL_4
P 88.4100, -42.6930, -85.9670,  127, 0, 0,  3,  LVL_3
P 71.3630, -64.5010, -85.9670,  127, 0, 0,  3,  LVL_3
P 265.2130, 147.9570, -110.9670,  127, 0, 0,  3,  LVL_2
