P -353.0000, 2112.0000, 0.0000,  255, 255, 255,  2,  Mons_Letalis
P 1500.0000, -548.0000, 0.0000,  255, 255, 255,  2,  Scarlet_Desert
P -150.0000, -175.0000, 0.0000,  255, 255, 255,  2,  Ssraeshza_Temple
P -340.0000, 2000.0000, 0.0000,  255, 255, 255,  2,  Succor_Point
P -353.0000, 2112.0000, 0.0000,  255, 255, 255,  2,  Mons
P 1097.4091, -1691.3149, 3.1250,  240, 0, 0,  3,  Trap
P -389.7000, -1581.4020, 13.7870,  240, 0, 0,  3,  Trap
P -680.4750, -1416.0780, -15.9050,  240, 0, 0,  3,  Trap
P -1418.8860, -450.1260, 10.9410,  240, 0, 0,  3,  Trap
P -539.7860, 1513.8979, 11.9690,  240, 0, 0,  3,  Trap
P 331.2750, 1636.0660, 0.8650,  240, 0, 0,  3,  Trap
P 878.6290, 772.7730, -19.1850,  240, 0, 0,  3,  Trap
P 885.8540, 1554.5909, 7.4910,  240, 0, 0,  3,  Trap
P 1601.4561, 1327.6560, -0.8140,  240, 0, 0,  3,  Trap
P 1543.6260, 904.5410, 18.4770,  240, 0, 0,  3,  Trap
P 1422.7080, 542.9580, 0.9400,  240, 0, 0,  3,  Trap
P 1466.4990, 200.0130, 9.6090,  240, 0, 0,  3,  Trap
P 1726.4910, -409.4250, 3.3970,  240, 0, 0,  3,  Trap
P 1612.5430, -724.9240, -7.5330,  240, 0, 0,  3,  Trap
P 1460.5580, -248.3450, -12.0120,  240, 0, 0,  3,  Trap
P -881.2460, 602.0960, -16.7320,  240, 0, 0,  3,  Trap
P -1569.4440, 618.4060, 28.3480,  240, 0, 0,  3,  Trap
P -1551.0031, -683.6700, 25.9800,  240, 0, 0,  3,  Trap
P -738.5380, -1217.5439, 11.8960,  240, 0, 0,  3,  Trap
P 455.8960, -1201.2950, 7.0450,  240, 0, 0,  3,  Trap
