P -110.0000, 464.0000, 0.0000,  255, 255, 255,  2,  Kunark
P 88.0000, 441.0000, 0.0000,  255, 255, 255,  2,  Bazaar
P -367.0000, 34.0000, 0.0000,  255, 255, 255,  2,  Odus
P -24.0000, -354.0000, 0.0000,  255, 255, 255,  2,  Faydwer
P 361.0000, -38.0000, 0.0000,  255, 255, 255,  2,  Antonica
P 419.0000, 38.0000, 0.0000,  255, 255, 255,  2,  Shadow_Heaven
P -6.0000, -418.0000, 0.0000,  255, 255, 255,  2,  Netherbian_Lair
P -4.0000, -8.0000, 0.0000,  255, 255, 255,  2,  Zone_in
P -5.0000, 9.0000, 0.0000,  255, 255, 255,  2,  Succor_Point
P -478.0000, -45.0000, 0.0000,  0, 0, 0,  2,  PoK
