P -40.0000, -370.0000, 0.0000,  255, 255, 255,  2,  Succor_Point
P 123.4050, -199.2580, -127.9370,  0, 0, 0,  1,  Door
P 48.0340, -196.8540, 0.0010,  240, 0, 0,  2,  Door_And_Pit
P 115.9150, -232.1070, 0.0010,  0, 0, 0,  1,  Door
P 14.6670, -293.4870, 0.0010,  240, 0, 0,  2,  Pit
P 48.4320, -343.2070, 0.0010,  0, 0, 0,  1,  Door
P 71.2540, -319.9980, 0.0010,  0, 0, 0,  2,  Door
P 32.7000, -297.4130, 0.0010,  240, 0, 0,  2,  Pit
P -365.4910, -136.5460, -144.9370,  240, 0, 0,  2,  Pit
P 123.0000, -199.0000, 0.0000,  0, 0, 0,  2,  Door
P -640.0000, 80.0000, 0.0000,  0, 0, 0,  2,  Hole_To_Floor_Below
P -365.0000, -136.0000, 0.0000,  0, 0, 0,  2,  Pit
P -145.0000, -201.0000, 0.0000,  0, 0, 0,  2,  Pit
P -112.0000, -87.0000, 0.0000,  0, 0, 0,  2,  Pit
