P -69.0000, 279.0000, -4.0000,  0, 0, 240,  1,  Flavor
P -441.0000, -81.0000, 2.0000,  240, 0, 0,  1,  Trap
P -409.0000, -294.0000, -3.0000,  0, 0, 240,  2,  Rescuee
P 191.0000, 694.0000, -4.0000,  0, 0, 240,  2,  Taarna_statue
P -218.0000, 555.0000, 0.0000,  0, 127, 0,  2,  Library
P 113.0000, -171.0000, 0.0000,  0, 127, 0,  2,  Trap
P -49.0000, -324.0000, 0.0000,  0, 127, 0,  2,  Trap
P -406.0000, -322.0000, 0.0000,  0, 127, 0,  2,  boss/hostage
P -218.0000, 505.0000, 0.0000,  0, 127, 0,  2,  boss
P 144.0000, -626.0000, -24.0000,  255, 0, 255,  3,  Zone
